Uniprot_ID,PDB_ID,nonpol_ID,chem_comp,smiles,inchikey,inchikey_skeleton,inchikey_stereochemistry
Q585M6,3QCP,3QCP_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q585M6,3QD9,3QD9_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P00387,1UMK,1UMK_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P00387,7THG,7THG_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P00387,7TNV,7TNV_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P00387,7TSW,7TSW_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P00387,7W3O,7W3O_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P49748,2UXW,2UXW_3,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P49748,3B96,3B96_3,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P49748,7S7G,7S7G_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P9WIQ1,1V0J,1V0J_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P9WIQ1,4RPG,4RPG_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P9WIQ1,4RPH,4RPH_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P9WIQ1,4RPJ,4RPJ_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P9WIQ1,4RPK,4RPK_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P00438,1BF3,1BF3_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P00438,1BGJ,1BGJ_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P00438,1BGN,1BGN_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P00438,1BKW,1BKW_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P00438,1CC4,1CC4_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
M1VMF7,7W2J,7W2J_4,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
M1VMF7,7WSQ,7WSQ_4,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
M1VMF7,8JEJ,8JEJ_4,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q9UI17,5L46,5L46_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P46151,6FNU,6FNU_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q8GXX0,2HJ3,2HJ3_3,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P05982,1QRD,1QRD_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q5W9R9,2YR4,2YR4_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q5W9R9,2YR5,2YR5_3,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q5W9R9,2YR6,2YR6_3,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
A0A286R227,5YLY,5YLY_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
A6T923,3RP6,3RP6_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
A6T923,3RP7,3RP7_3,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
A6T923,3RP8,3RP8_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
C7DLJ6,4UIR,4UIR_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q4KCZ0,5DBJ,5DBJ_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q12284,1JR8,1JR8_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q12284,1JRA,1JRA_2,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q03103,1RP4,1RP4_4,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q03103,1RQ1,1RQ1_4,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q03103,3M31,3M31_3,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
Q9VF53,7PX0,7PX0_5,FAD,Cc1cc2c(cc1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)n5cnc6c5ncnc6N)O)O)O)O)O,VWWQXMAJTJZDQX-UYBVJOGSSA-N,VWWQXMAJTJZDQX,VWWQXMAJTJZDQX-UYBVJOGSSA
P16152,1WMA,1WMA_3,AB3,CC(C)(C)n1c2c(c(n1)c3cccc(c3)O)c(ncn2)N,CPLGZXQPPYRNRC-UHFFFAOYSA-N,CPLGZXQPPYRNRC,CPLGZXQPPYRNRC-UHFFFAOYSA
P16152,1WMA,1WMA_4,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P08074,1CYD,1CYD_2,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
G8BHG4,7DLL,7DLL_2,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
Q28960,1N5D,1N5D_3,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P15121,1ABN,1ABN_2,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P42330,1RY8,1RY8_2,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
Q9P2T1,2C6Q,2C6Q_3,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P45568,1JVS,1JVS_3,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P45568,1Q0H,1Q0H_3,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P45568,1Q0L,1Q0L_3,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P03891,5XTD_,5XTD_49,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P29509,3D8X,3D8X_3,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
Q9HTB6,6X3B,6X3B_2,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P48735,4JA8,4JA8_2,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P48735,5I95,5I95_2,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P9WNX1,1DF7,1DF7_3,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P9WNX1,1DG5,1DG5_2,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P9WNX1,1DG7,1DG7_3,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
P28845,1XU7,1XU7_2,NDP,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO,ACFIXJIJDZMPPO-NNYOXOHSSA
